state,year,yearly_avg_snow,yearly_max_temp,yearly_min_temp,yearly_avg_temp,yearly_avg_prcp,yearly_min_prcp,yearly_max_prcp,avg_snow_summer,avg_snow_winter,max_temp_summer,max_temp_winter,min_temp_summer,min_temp_winter,avg_temp_summer,avg_temp_winter,avg_prcp_summer,avg_prcp_winter,total pop,in-state pop,percentage,top1,top1 state
Arkansas,2009,0.2833333333333333,92.4,24.1,61.107499999999995,5.53,1.6,13.92,0.0,0.6799999999999999,92.4,68.4,44.6,24.1,70.78714285714285,47.556,7.162857142857143,3.2439999999999998,502602,416745,17.082502656177255,14036,Texas
Arkansas,2010,1.4875,99.3,23.3,62.092499999999994,3.1091666666666664,1.47,4.65,0.0,3.5700000000000003,99.3,66.1,42.5,23.3,74.99714285714286,44.025999999999996,3.242857142857143,2.922,2879930,2800803,2.747532058070856,13707,Texas
Arkansas,2011,1.5250000000000001,104.1,21.0,63.08916666666667,4.027500000000001,1.09,10.12,0.0,3.66,104.1,69.3,43.9,21.0,74.41714285714285,47.230000000000004,4.132857142857143,3.88,2897422,2827577,2.4105912083224323,14767,Texas
Arkansas,2012,0.5125000000000001,100.6,29.1,64.63333333333334,3.015833333333333,0.71,6.49,0.0,1.23,100.6,77.2,43.6,29.1,74.30428571428573,51.09400000000001,2.692857142857143,3.468,2903341,2826393,2.6503259520669453,11767,Texas
Arkansas,2013,0.46083333333333326,94.9,23.5,60.89166666666666,3.9983333333333335,2.62,5.56,0.0,1.106,94.9,63.9,43.0,23.5,72.04857142857144,45.272,4.04,3.9400000000000004,2914265,2843644,2.4232868321858225,12937,Texas
Arkansas,2014,0.6025,92.3,19.0,59.94916666666666,3.589166666666667,1.55,5.92,0.0,1.4460000000000002,92.3,64.0,42.6,19.0,71.63714285714286,43.586,4.235714285714286,2.6839999999999997,2922017,2847276,2.557856439575812,14398,Texas
Arkansas,2015,0.7083333333333334,94.4,21.5,62.676666666666655,5.41,1.26,11.79,0.0,1.7,94.4,67.5,45.9,21.5,73.76285714285713,47.15599999999999,4.79,6.2780000000000005,2929305,2847711,2.7854388668984598,17708,Texas
Arkansas,2016,0.16666666666666666,95.8,25.1,63.94166666666666,3.8941666666666666,1.46,8.08,0.0,0.4,95.8,71.0,44.9,25.1,74.34714285714286,49.374,4.0685714285714285,3.65,2940599,2869516,2.417296612016806,13487,Texas
Arkansas,2017,0.09166666666666667,93.4,26.9,63.643333333333324,3.8333333333333326,0.6,9.1,0.0,0.22000000000000003,93.4,71.7,43.8,26.9,72.43857142857142,51.33,4.401428571428572,3.0380000000000003,2959437,2880026,2.6833144277104037,15767,Texas
Arkansas,2018,0.06166666666666667,95.8,21.6,62.385,4.9,2.22,12.14,0.0,0.148,95.8,70.4,37.7,21.6,73.6842857142857,46.566,4.171428571428572,5.92,2967247,2894068,2.4662254271383577,15531,Texas
Arkansas,2019,0.0825,96.4,25.7,62.39583333333335,4.990000000000001,1.44,8.38,0.0,0.198,96.4,65.3,44.2,25.7,73.44857142857143,46.922000000000004,5.787142857142858,3.874,2980929,2921206,2.0035029348233424,12851,Texas
Arkansas,2021,0.9525,93.7,20.9,62.8075,3.9116666666666675,1.77,6.93,0.0,2.286,93.7,71.7,43.1,20.9,73.00285714285715,48.534000000000006,4.281428571428571,3.3939999999999997,2984483,2908375,2.55012342171157,16374,Texas
Arkansas,2022,0.67,100.9,21.8,62.883333333333326,3.9699999999999993,1.01,6.08,0.0,1.608,100.9,70.6,44.6,21.8,74.41142857142857,46.74400000000001,3.937142857142857,4.016,2999135,2912760,2.8799970658206497,17105,Texas
Arizona,2005,3.8541666666666665,109.5,16.2,62.63999999999999,0.9991666666666669,0.02,3.05,0.07857142857142858,9.14,109.5,78.4,28.1,16.2,72.36285714285714,49.028000000000006,0.8671428571428571,1.184,1206146,917186,23.95729870181553,94296,California
Arizona,2006,2.2833333333333337,107.4,15.2,62.248333333333335,0.7716666666666666,0.04,2.77,0.21428571428571427,5.18,107.4,79.6,28.4,15.2,72.37428571428572,48.072,1.1171428571428572,0.288,1223420,935748,23.51375651861176,85497,California
Arizona,2007,2.7416666666666667,106.8,12.5,62.855,0.8491666666666666,0.14,2.53,0.19285714285714284,6.3100000000000005,106.8,81.8,28.3,12.5,73.40285714285714,48.08800000000001,0.84,0.8620000000000001,1192328,929396,22.051985695211386,65684,California
Arizona,2008,3.248333333333333,106.7,11.7,62.22166666666666,0.87,0.01,2.69,0.41857142857142854,7.209999999999999,106.7,79.5,27.5,11.7,72.25714285714285,48.172000000000004,0.8571428571428571,0.8880000000000001,1189880,948400,20.294483477325443,51020,California
Arizona,2009,2.620833333333333,109.5,11.7,62.82,0.48833333333333323,0.17,0.89,0.25999999999999995,5.926,109.5,80.2,27.0,11.7,72.7,48.988,0.48285714285714293,0.4959999999999999,1282361,1055904,17.659379847016552,46921,California
Arizona,2010,6.058333333333334,106.6,15.5,62.046666666666674,1.1125,0.02,3.48,0.42857142857142855,13.940000000000001,106.6,74.7,26.5,15.5,72.35142857142857,47.61999999999999,1.002857142857143,1.266,6293718,6070993,3.5388461955238593,47164,California
Arizona,2011,3.991666666666667,108.9,13.3,62.419999999999995,0.8883333333333333,0.01,2.35,1.1285714285714286,8.0,108.9,80.8,28.6,13.3,73.02857142857144,47.568,1.0114285714285713,0.716,6358739,6135862,3.5050502937768013,49635,California
Arizona,2012,3.6208333333333336,106.5,15.4,63.60666666666666,0.6758333333333334,0.09,2.47,0.7428571428571429,7.65,106.5,81.2,29.3,15.4,73.67714285714285,49.507999999999996,0.8300000000000001,0.4600000000000001,6428920,6196463,3.615801720973355,44889,California
Arizona,2013,3.0,108.4,9.9,62.156666666666666,1.1541666666666666,0.03,4.68,0.14285714285714285,7.0,108.4,82.9,28.1,9.9,72.71714285714286,47.372,1.2857142857142858,0.97,6498651,6262505,3.6337695315535434,47959,California
Arizona,2014,1.3958333333333333,107.1,18.4,63.806666666666665,1.0308333333333333,0.02,3.29,0.6785714285714286,2.4,107.1,81.2,27.2,18.4,73.03142857142856,50.891999999999996,1.3757142857142857,0.548,6603100,6353370,3.782011479456615,57446,California
Arizona,2015,2.975,107.7,14.4,63.25083333333333,1.2225000000000001,0.43,2.49,0.4785714285714286,6.470000000000001,107.7,84.7,27.9,14.4,72.70142857142856,50.02,1.4185714285714286,0.9479999999999998,6700279,6446998,3.780156020368708,54646,California
Arizona,2016,2.9625,108.2,15.5,63.36333333333332,1.0750000000000002,0.14,2.59,0.38571428571428573,6.57,108.2,82.4,29.5,15.5,72.68857142857142,50.308,1.2042857142857144,0.8939999999999999,6798087,6524830,4.019616106707669,64756,California
Arizona,2017,3.1750000000000003,107.9,19.1,64.45,0.7933333333333333,0.03,3.72,0.20714285714285713,7.33,107.9,84.1,28.5,19.1,73.30857142857144,52.048,0.8585714285714285,0.702,6890036,6628309,3.798630370000966,59233,California
Arizona,2018,2.2958333333333334,107.6,16.8,63.426666666666655,1.0925,0.03,3.76,0.15,5.3,107.6,78.8,31.4,16.8,73.73428571428572,48.996,1.4685714285714284,0.5660000000000001,7049866,6776152,3.882541880937884,68516,California
Arizona,2019,6.179166666666666,108.2,14.6,61.835,1.1491666666666667,0.02,3.26,0.10714285714285714,14.680000000000001,108.2,77.8,27.8,14.6,72.03142857142858,47.56,0.6599999999999999,1.8340000000000003,7154006,6900711,3.540603684145638,59713,California
Arizona,2021,4.625000000000001,108.2,16.3,63.43,1.1216666666666668,0.06,4.3,0.35000000000000003,10.61,108.2,83.3,29.6,16.3,73.52999999999999,49.29,1.2814285714285716,0.898,7168443,6903495,3.6960327368160684,69432,California
Arizona,2022,1.5650000000000002,107.5,15.8,63.14166666666668,0.7933333333333334,0.0,2.75,0.0,3.7560000000000002,107.5,80.0,28.5,15.8,74.16571428571429,47.708000000000006,0.9357142857142858,0.5940000000000001,7238448,6955719,3.905933979217646,74157,California
California,2005,0.6974999999999999,114.3,15.7,61.17583333333334,1.8541666666666667,0.01,5.9,0.0,1.674,114.3,78.1,25.7,15.7,67.35714285714286,52.522000000000006,0.5571428571428572,3.6700000000000004,5353798,4904586,8.390529489532472,36030,Texas
California,2006,0.38499999999999995,112.8,16.3,61.18333333333334,1.321666666666667,0.03,4.25,0.0,0.9239999999999998,112.8,79.2,27.6,16.3,68.64857142857143,50.73199999999999,0.5728571428571428,2.37,5698358,5173950,9.202791400610488,49027,Texas
California,2007,0.023333333333333334,110.6,11.3,61.23333333333334,0.7716666666666666,0.02,3.12,0.0,0.05600000000000001,110.6,82.8,28.3,11.3,68.20142857142858,51.477999999999994,0.3785714285714286,1.322,5311592,4819935,9.256302065369482,36391,Texas
California,2008,0.14583333333333334,109.7,13.1,61.37416666666667,1.0274999999999999,0.0,5.85,0.0,0.35,109.7,81.1,26.1,13.1,68.79285714285713,50.98799999999999,0.11285714285714286,2.308,5303579,4834704,8.840728119633933,42142,Texas
California,2009,0.041666666666666664,111.8,14.3,61.28583333333333,1.0599999999999998,0.02,4.14,0.0,0.1,111.8,80.2,28.0,14.3,68.55428571428573,51.11,0.52,1.816,5698601,5238440,8.07498191222723,35104,Texas
