state,year,yearly_avg_snow,yearly_max_temp,yearly_min_temp,yearly_avg_temp,yearly_avg_prcp,yearly_min_prcp,yearly_max_prcp,avg_snow_summer,avg_snow_winter,max_temp_summer,max_temp_winter,min_temp_summer,min_temp_winter,avg_temp_summer,avg_temp_winter,avg_prcp_summer,avg_prcp_winter,total pop,in-state pop,percentage,top1,top1 state
Illinois,2012,1.54,96.5,18.0,55.06000000000001,2.2283333333333335,0.91,3.8,0.0,3.6960000000000006,96.5,69.0,39.0,18.0,66.46428571428571,39.094,2.705714285714286,1.56,12659267,12450512,1.649029126251944,16907,Indiana
Illinois,2013,3.53,86.4,10.7,50.12499999999999,3.323333333333334,1.01,8.13,0.014285714285714287,8.452,86.4,49.0,36.7,10.7,64.59857142857143,29.862000000000002,4.005714285714286,2.368,12671851,12448246,1.7645804073927351,18305,California
Illinois,2014,4.295,84.5,2.3,48.81166666666666,3.3024999999999998,1.16,8.92,0.06571428571428571,10.216,84.5,48.6,37.4,2.3,64.4042857142857,26.981999999999992,4.495714285714286,1.6320000000000001,12662049,12452513,1.6548348533479862,19221,Indiana
Illinois,2015,3.676666666666667,85.7,2.5,52.41416666666667,3.5941666666666667,1.08,8.66,0.0,8.824,85.7,58.5,38.2,2.5,66.19285714285714,33.124,4.137142857142857,2.834,12639574,12429746,1.6600875947243132,18953,California
Illinois,2016,1.925,88.7,16.4,54.19083333333333,3.0391666666666666,0.74,7.15,0.04285714285714286,4.5600000000000005,88.7,59.6,38.2,16.4,67.23428571428572,35.92999999999999,4.048571428571428,1.6260000000000001,12588256,12384543,1.6182781792807521,16251,Missouri
Illinois,2017,1.1733333333333331,89.5,17.0,53.78583333333333,3.0883333333333334,0.49,6.86,0.0,2.816,89.5,55.0,42.5,17.0,66.31285714285714,36.248000000000005,4.121428571428571,1.6420000000000001,12587909,12392817,1.549836434311691,16998,Indiana
Illinois,2018,3.315,87.7,12.6,51.7875,3.74,1.15,6.36,0.5142857142857143,7.235999999999999,87.7,50.4,30.1,12.6,66.02857142857142,31.85,4.408571428571428,2.804,12531699,12325079,1.6487788287924854,16518,California
Illinois,2019,3.6683333333333326,89.9,10.6,51.14333333333334,4.041666666666667,1.71,8.08,1.18,7.151999999999999,89.9,48.1,38.9,10.6,65.46285714285715,31.096000000000004,5.187142857142858,2.4379999999999997,12478777,12288150,1.5276096367456526,17156,Indiana
Illinois,2021,2.678333333333333,87.4,7.6,53.535,3.1174999999999997,0.56,6.82,0.03428571428571429,6.380000000000001,87.4,57.6,41.6,7.6,67.17,34.446000000000005,4.072857142857143,1.78,12491715,12296538,1.5624515929157812,20488,California
Illinois,2022,2.398333333333333,85.9,7.1,51.56666666666667,2.81,0.57,4.41,0.10285714285714286,5.612,85.9,53.9,36.4,7.1,65.35571428571428,32.262,3.41,1.97,12381294,12152986,1.8439752743130033,20573,California
Indiana,2005,4.408333333333333,86.6,16.7,51.70250000000001,2.8616666666666664,1.13,6.48,0.08142857142857142,10.466,86.6,54.4,39.7,16.7,65.42857142857142,32.486000000000004,2.6728571428571426,3.1260000000000003,922476,793221,14.011746647067236,26428,Illinois
Indiana,2006,1.2750000000000001,85.3,20.6,52.51416666666666,3.8416666666666655,1.49,6.02,0.08571428571428572,2.94,85.3,53.5,39.3,20.6,63.22857142857144,37.513999999999996,4.25,3.2700000000000005,1045518,884452,15.405378004013325,34027,Illinois
Indiana,2007,4.203333333333333,89.9,8.0,52.47166666666667,3.26,1.59,7.33,0.4571428571428572,9.448,89.9,59.0,36.6,8.0,66.32285714285715,33.080000000000005,3.262857142857143,3.2560000000000002,1010088,859613,14.897216876153363,33792,Illinois
Indiana,2008,3.9708333333333328,84.0,16.7,50.39416666666667,3.7349999999999994,1.93,5.93,0.032857142857142856,9.484,84.0,49.5,39.2,16.7,63.92285714285714,31.454,3.748571428571428,3.7159999999999997,993799,832734,16.2069996045478,34358,Illinois
Indiana,2009,3.2083333333333335,82.5,7.0,50.49416666666667,3.6575,1.21,5.7,0.16714285714285712,7.465999999999999,82.5,57.8,38.1,7.0,62.628571428571426,33.50600000000001,4.418571428571428,2.5919999999999996,966407,833652,13.73696589532154,28173,Illinois
Indiana,2010,3.9825000000000004,90.3,16.9,52.465,2.7550000000000003,1.03,6.79,0.0,9.558000000000002,90.3,55.9,42.1,16.9,67.10714285714286,31.966,3.308571428571429,1.98,6391454,6264101,1.9925513036626707,27950,Illinois
Indiana,2011,4.3425,91.7,13.3,52.42250000000001,4.048333333333333,1.32,7.58,0.0,10.422,91.7,56.8,39.1,13.3,65.31857142857145,34.368,4.408571428571428,3.5439999999999996,6415715,6287841,1.993137163979386,23071,Illinois
Indiana,2012,2.9933333333333336,95.7,21.7,54.64416666666667,2.815,0.73,5.09,0.004285714285714286,7.178,95.7,67.1,38.1,21.7,65.60428571428572,39.3,3.1885714285714286,2.2920000000000003,6432455,6298318,2.0853157931147615,28436,Illinois
Indiana,2013,3.894166666666667,84.8,19.4,50.50749999999999,3.5725,1.86,7.0,0.014285714285714287,9.325999999999999,84.8,47.4,36.7,19.4,64.13714285714286,31.426,4.07,2.876,6468543,6335035,2.063957834090302,30618,Illinois
Indiana,2014,5.914166666666667,82.7,8.0,48.400000000000006,3.5,1.92,7.33,0.10714285714285714,14.044,82.7,46.8,37.8,8.0,63.25857142857143,27.598000000000003,4.2,2.52,6491118,6351272,2.1544208563147316,38177,Illinois
Indiana,2015,4.019166666666666,83.6,7.2,51.48166666666666,3.6374999999999997,1.58,8.14,0.0,9.645999999999999,83.6,57.4,38.5,7.2,64.86285714285715,32.748000000000005,4.402857142857143,2.566,6518251,6370722,2.2633218634876107,34221,Illinois
Indiana,2016,3.5475,86.2,17.3,53.25833333333333,3.611666666666667,1.57,7.73,0.25285714285714284,8.16,86.2,58.7,37.2,17.3,65.79,35.714,4.445714285714286,2.444,6527297,6381515,2.2334206640206467,29883,Illinois
Indiana,2017,2.17,85.1,18.3,53.053333333333335,3.8800000000000003,1.17,7.55,0.047142857142857146,5.142,85.1,53.3,40.9,18.3,64.89571428571428,36.474000000000004,4.364285714285714,3.2019999999999995,6567948,6425658,2.1664300630881983,29526,Illinois
Indiana,2018,3.2716666666666665,86.4,16.5,51.90833333333334,3.804166666666667,1.73,5.83,0.31428571428571433,7.412000000000001,86.4,47.8,29.4,16.5,65.28999999999999,33.174,4.094285714285714,3.3979999999999997,6580801,6435545,2.207269297460901,31556,Illinois
Indiana,2019,2.9441666666666673,87.7,13.9,51.52166666666667,3.6291666666666664,1.9,5.14,0.08571428571428572,6.946,87.7,47.3,37.8,13.9,65.01428571428572,32.632,4.2371428571428575,2.7779999999999996,6630238,6478795,2.2841261505243127,36328,Illinois
Indiana,2021,2.6858333333333335,86.9,13.5,53.264166666666675,3.7816666666666667,1.36,7.7,0.35714285714285715,5.946,86.9,58.2,38.4,13.5,66.04857142857142,35.366,4.747142857142857,2.43,6706757,6550340,2.3322300181742084,37764,Illinois
Indiana,2022,3.7358333333333333,87.1,11.9,51.835,2.8800000000000003,1.03,5.03,0.19999999999999998,8.686,87.1,55.9,36.6,11.9,64.77857142857142,33.714,3.1200000000000006,2.5439999999999996,6728079,6578748,2.2195191227689204,31015,Illinois
Kansas,2005,1.09,94.0,15.7,56.67833333333334,2.36,0.39,6.29,0.0,2.6159999999999997,94.0,63.8,41.0,15.7,69.73714285714286,38.396,3.2199999999999993,1.1560000000000001,462228,382897,17.162742196491777,20085,Missouri
Kansas,2006,0.6258333333333334,98.5,17.0,57.841666666666676,2.0475000000000008,0.0,5.9,0.0,1.502,98.5,61.7,41.3,17.0,69.72285714285714,41.208,2.8414285714285716,0.9359999999999999,509539,401500,21.203283752568503,27468,Missouri
Kansas,2007,2.24,95.2,16.4,56.07999999999999,2.579166666666667,0.1,6.38,0.42142857142857143,4.786,95.2,67.1,39.0,16.4,69.26857142857143,37.616,3.335714285714285,1.52,484648,398090,17.85997259866955,19059,Missouri
Kansas,2008,0.85,94.8,14.0,54.52333333333333,2.9616666666666673,0.22,6.39,0.0,2.04,94.8,60.4,37.5,14.0,67.33714285714287,36.583999999999996,4.497142857142857,0.812,478154,377844,20.97859685373331,21252,Missouri
Kansas,2009,1.3508333333333333,93.8,13.5,54.68,2.4250000000000003,0.04,5.81,0.18142857142857144,2.9880000000000004,93.8,62.3,38.1,13.5,66.23714285714287,38.5,3.66,0.696,488000,385305,21.044057377049185,24307,Missouri
Kansas,2010,0.9183333333333333,96.2,15.2,56.23833333333334,2.3325,0.17,5.32,0.0,2.2039999999999997,96.2,58.7,42.5,15.2,70.84,35.796,3.3028571428571425,0.974,2808621,2713562,3.3845435179755468,23384,Missouri
Kansas,2011,1.4716666666666665,104.9,11.4,56.60166666666666,1.9200000000000002,0.47,3.47,0.0071428571428571435,3.522,104.9,60.0,40.3,11.4,70.89714285714287,36.588,2.2142857142857144,1.5079999999999998,2818455,2734815,2.9675833036184707,22033,Missouri
Kansas,2012,0.5933333333333333,102.2,19.3,59.21333333333333,1.7891666666666666,0.11,3.74,0.0,1.424,102.2,71.3,39.7,19.3,70.95714285714284,42.772,2.1542857142857144,1.278,2831878,2743594,3.117507180747192,21022,Missouri
Kansas,2013,2.4650000000000003,92.7,12.5,54.60833333333333,2.3891666666666667,0.55,6.91,0.23285714285714285,5.590000000000001,92.7,57.0,34.8,12.5,67.93714285714286,35.94799999999999,3.3985714285714286,0.976,2839669,2749934,3.160051400356878,25100,Missouri
Kansas,2014,2.106666666666667,94.2,14.0,54.85999999999999,2.0133333333333336,0.22,8.2,0.14285714285714285,4.856,94.2,56.7,39.4,14.0,69.1542857142857,34.848,3.018571428571429,0.606,2851422,2754955,3.3831190192121663,22240,Missouri
Kansas,2015,1.14,93.3,15.3,57.34833333333333,2.869166666666666,0.26,8.62,0.0,2.7359999999999998,93.3,65.2,42.6,15.3,69.98285714285714,39.66,3.8457142857142848,1.5019999999999998,2857732,2766392,3.1962409351191767,21840,Missouri
Kansas,2016,0.5425,95.9,17.5,58.34666666666667,2.813333333333333,0.43,6.25,0.0,1.302,95.9,67.3,41.5,17.5,70.61142857142858,41.176,4.422857142857143,0.56,2853152,2764322,3.113398795437472,22577,Missouri
Kansas,2017,0.18916666666666668,95.4,19.1,57.5225,2.569166666666667,0.05,5.84,0.08857142857142856,0.33,95.4,64.8,42.7,19.1,68.95,41.524,3.518571428571429,1.2399999999999998,2865442,2779288,3.0066565646765797,21605,Missouri
Kansas,2018,0.8725,93.6,16.7,56.086666666666666,2.6125,0.24,6.15,0.16714285714285712,1.86,93.6,64.0,32.8,16.7,69.3742857142857,37.484,3.864285714285714,0.8600000000000001,2859614,2763866,3.3482840691086313,27726,Missouri
Kansas,2019,1.5858333333333332,93.9,15.1,55.59666666666667,2.9408333333333334,0.51,10.68,0.03571428571428571,3.7560000000000002,93.9,57.4,37.2,15.1,69.21714285714286,36.528000000000006,4.177142857142857,1.2100000000000002,2866548,2771900,3.301811098226859,27065,Missouri
Kansas,2021,0.8766666666666666,95.4,11.9,57.462500000000006,2.0016666666666665,0.14,4.66,0.20285714285714285,1.8199999999999998,95.4,62.9,38.7,11.9,70.07142857142857,39.81,2.6285714285714286,1.124,2886888,2784569,3.5442663518640116,24292,Missouri
Kansas,2022,1.3658333333333335,98.7,14.9,56.721666666666664,1.8516666666666668,0.27,6.77,0.0,3.278,98.7,62.1,39.6,14.9,70.98571428571428,36.751999999999995,2.402857142857143,1.08,2895039,2800831,3.254118511011428,20905,Missouri
Kentucky,2005,0.7833333333333333,90.3,23.6,57.140833333333326,3.198333333333333,1.03,5.97,0.04285714285714286,1.8200000000000003,90.3,61.5,44.9,23.6,68.87714285714286,40.71,3.1028571428571428,3.332,620135,519666,16.20114974965129,15132,Ohio
Kentucky,2006,0.7916666666666666,89.9,25.8,57.30083333333334,4.111666666666666,1.83,7.78,0.0,1.9,89.9,60.7,43.4,25.8,67.17142857142856,43.482000000000006,4.691428571428572,3.3,698039,575640,17.534693620270502,15158,Ohio
Kentucky,2007,0.8383333333333334,98.1,13.7,58.46666666666667,3.2691666666666666,1.69,6.34,0.06857142857142857,1.9160000000000004,98.1,68.4,42.0,13.7,70.31142857142858,41.884,3.097142857142857,3.5100000000000002,663678,540079,18.623338426164494,18080,Ohio
Kentucky,2008,1.3533333333333335,89.2,21.5,56.064166666666665,3.617500000000001,1.1,6.56,0.0,3.248,89.2,59.2,43.2,21.5,67.9042857142857,39.488,3.097142857142857,4.346,633055,525320,17.018268554864903,16644,Ohio
Kentucky,2009,1.6483333333333334,87.3,17.7,55.79666666666666,4.481666666666667,0.88,7.24,0.06,3.872,87.3,62.5,42.8,17.7,66.52714285714286,40.774,5.561428571428571,2.97,654629,532445,18.664617668939197,14336,Tennessee
Kentucky,2010,3.108333333333333,92.8,19.7,56.494166666666665,3.5308333333333324,1.21,8.17,0.0,7.460000000000001,92.8,61.3,42.3,19.7,70.62142857142857,36.716,3.7942857142857136,3.162,4276589,4158146,2.7695670544913287,15598,Ohio
Kentucky,2011,1.2966666666666669,92.4,19.0,57.42250000000001,5.446666666666666,1.98,11.83,0.0,3.1120000000000005,92.4,62.6,42.7,19.0,68.46142857142857,41.968,5.831428571428572,4.9079999999999995,4302004,4191973,2.5576684726467014,19617,Ohio
Kentucky,2012,0.86,95.5,26.5,58.869166666666665,3.6941666666666673,1.08,6.38,0.03142857142857143,2.0200000000000005,95.5,73.3,42.8,26.5,68.70142857142858,45.104,3.7285714285714286,3.6459999999999995,4310770,4197983,2.6164003182726048,17041,Ohio
Kentucky,2013,1.3549999999999998,86.9,24.8,55.87500000000002,4.660833333333333,1.89,7.22,0.002857142857142857,3.248,86.9,55.5,43.4,24.8,67.79571428571428,39.186,5.107142857142857,4.036,4327223,4224016,2.3850631224690777,15754,Ohio
Kentucky,2014,2.268333333333333,88.5,13.3,55.284166666666664,4.053333333333334,2.38,7.66,0.05714285714285715,5.364,88.5,55.9,44.6,13.3,68.35285714285713,36.988,4.688571428571429,3.164,4343894,4238919,2.416610534234953,16715,Ohio
Kentucky,2015,2.305,89.1,13.4,57.51666666666668,4.697500000000001,1.91,8.72,0.0,5.532,89.1,63.5,45.3,13.4,69.04428571428572,41.378,4.937142857142858,4.362,4357434,4250516,2.453691782824474,14779,Ohio
Kentucky,2016,1.8133333333333332,90.5,21.2,58.805,3.864166666666667,1.23,6.76,0.002857142857142857,4.348,90.5,64.9,43.9,21.2,70.38428571428571,42.59400000000001,3.9971428571428573,3.678,4365753,4252515,2.5937793549016597,13426,Ohio
Kentucky,2017,0.40166666666666667,90.1,23.9,58.53666666666667,4.193333333333333,2.29,6.16,0.0,0.9640000000000002,90.1,62.4,46.5,23.9,68.83428571428571,44.12,4.868571428571429,3.248,4388806,4284821,2.3693232282310905,19493,Ohio
Kentucky,2018,1.6833333333333333,90.0,20.7,57.87916666666666,5.341666666666668,1.96,9.0,0.1742857142857143,3.7960000000000003,90.0,57.4,38.4,20.7,69.90285714285714,41.04600000000001,5.225714285714285,5.5040000000000004,4402179,4291723,2.509121051188512,15246,Ohio
Kentucky,2019,1.0266666666666666,91.6,23.2,58.571666666666665,4.809166666666666,0.16,9.02,0.0,2.464,91.6,56.5,45.6,23.2,70.76571428571428,41.5,4.401428571428572,5.379999999999999,4409622,4309565,2.2690607040694144,13309,Ohio
Kentucky,2021,1.5216666666666667,89.9,22.5,57.82333333333333,4.401666666666667,1.93,6.55,0.16857142857142857,3.4159999999999995,89.9,64.7,41.6,22.5,68.71857142857142,42.57,4.598571428571428,4.126,4449363,4341670,2.4204138884599935,11730,Ohio
Kentucky,2022,1.6899999999999997,91.9,19.8,57.51500000000001,3.9,1.14,7.51,0.0,4.056,91.9,63.9,40.6,19.8,68.89142857142858,41.588,3.794285714285714,4.048,4445854,4332657,2.5461249964573773,12947,Indiana
Louisiana,2005,0.0,96.0,31.9,68.52416666666666,3.8649999999999998,0.63,6.31,0.0,0.0,96.0,74.0,49.6,31.9,77.02428571428571,56.624,3.647142857142857,4.17,687490,612837,10.858776127652769,15756,Texas
Louisiana,2006,0.0,95.2,36.8,68.86833333333333,4.280833333333333,1.65,8.61,0.0,,95.2,75.7,53.0,36.8,77.40285714285713,56.92,4.678571428571429,3.724,798545,702219,12.06268901564721,30477,Texas
Louisiana,2007,0.0,96.5,36.4,68.63166666666665,4.365833333333334,1.64,7.82,0.0,0.0,96.5,76.7,50.1,36.4,76.76571428571428,57.24400000000001,4.978571428571429,3.508,657639,529818,19.436347296921262,40743,Texas
Louisiana,2008,0.125,96.4,33.7,68.13833333333332,4.576666666666667,1.64,9.2,0.0,0.3,96.4,74.3,48.7,33.7,76.30857142857144,56.7,4.819999999999999,4.236,655989,544587,16.98229695924779,34597,Texas
Louisiana,2009,0.0,96.5,34.9,68.82666666666667,5.399166666666667,1.25,12.01,0.0,0.0,96.5,75.5,52.6,34.9,77.41142857142859,56.80800000000001,5.435714285714285,5.348,629174,538217,14.456573221398216,24857,Texas
Louisiana,2010,0.0,96.1,31.5,67.66833333333334,3.7424999999999997,0.93,7.15,0.0,0.0,96.1,72.9,47.8,31.5,78.72571428571429,52.188,3.615714285714286,3.9200000000000004,4471570,4373681,2.189141621399193,26134,Texas
Louisiana,2011,,101.4,33.3,68.845,3.5024999999999995,0.54,8.06,,,101.4,76.9,44.6,33.3,77.80142857142857,56.306,3.2514285714285713,3.854,4502947,4403809,2.2016248470168587,30292,Texas
Louisiana,2012,,93.8,34.1,70.02,5.329166666666667,0.5,11.29,,,93.8,79.6,46.7,34.1,77.14285714285714,60.048,5.365714285714286,5.2780000000000005,4531644,4440429,2.0128456692538044,24488,Texas
Louisiana,2013,0.0,94.6,35.1,67.6425,5.015833333333334,1.85,10.37,0.0,,94.6,70.6,51.5,35.1,76.58428571428571,55.124,5.074285714285714,4.934,4552110,4460221,2.0186023624209404,21747,Texas
Louisiana,2014,,92.8,25.7,66.84416666666665,4.753333333333335,2.49,8.05,,,92.8,70.5,52.4,25.7,76.56571428571428,53.234,5.4142857142857155,3.8280000000000003,4579958,4482144,2.1356964408843937,21516,Texas
Louisiana,2015,,97.5,31.4,69.825,5.550000000000001,2.57,9.61,,,97.5,75.6,55.7,31.4,78.54285714285713,57.620000000000005,5.7871428571428565,5.218,4596908,4503587,2.030081959438823,19863,Texas
Louisiana,2016,,95.0,36.4,70.40583333333333,5.833333333333333,0.21,15.58,,,95.0,76.6,53.7,36.4,78.76714285714286,58.7,6.108571428571429,5.4479999999999995,4606072,4520701,1.85344475726823,21925,Texas
Louisiana,2017,,92.7,35.7,70.1675,5.315833333333333,0.58,12.71,,,92.7,77.5,53.8,35.7,76.93285714285715,60.696000000000005,6.784285714285715,3.2600000000000002,4617186,4544350,1.5774976360059978,17674,Texas
Louisiana,2018,,94.6,28.9,69.4925,5.09,2.2,7.97,,,94.6,76.4,47.4,28.9,78.44142857142857,56.964,4.551428571428572,5.843999999999999,4590043,4508688,1.7724234827429686,23588,Texas
Louisiana,2019,0.0,97.0,36.4,69.42,5.173333333333333,1.41,8.48,,0.0,97.0,72.3,51.6,36.4,78.20285714285714,57.124,6.815714285714285,2.874,4577873,4510233,1.4775420812241813,19675,Texas
Louisiana,2021,,95.3,36.2,69.04416666666665,5.6725,0.9,12.53,,,95.3,75.2,52.4,36.2,77.23857142857142,57.572,7.564285714285715,3.024,4553115,4471171,1.7997349067616297,21290,Texas
Louisiana,2022,0.0,96.1,32.9,68.5175,4.5525,1.02,11.01,0.0,0.0,96.1,74.4,49.3,32.9,77.58285714285715,55.826,4.312857142857142,4.888000000000001,4516994,4441664,1.6677020159867384,17663,Texas
Massachusetts,2005,8.666666666666666,82.3,15.4,49.583333333333336,4.555833333333333,1.43,12.49,0.07857142857142858,20.69,82.3,53.7,38.8,15.4,62.06142857142858,32.114,4.694285714285714,4.362,790225,680113,13.93425922996615,14260,New York
Massachusetts,2006,3.164166666666666,84.5,19.0,51.5525,4.569999999999999,0.46,9.77,0.11857142857142856,7.428,84.5,55.8,39.3,19.0,61.71,37.33200000000001,5.3028571428571425,3.5440000000000005,864893,719437,16.817802895849542,19563,New York
Massachusetts,2007,4.819166666666667,81.9,13.5,49.94333333333333,3.5716666666666668,0.77,7.89,0.15285714285714286,11.352,81.9,50.1,35.8,13.5,62.70857142857142,32.072,3.4357142857142855,3.7619999999999996,811820,673227,17.071887856914092,19851,New York
